	Total	separated						mainNot						exportNot						
		Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	
com.kappenberg.android	93	14	93	93	89	79	25	15	92	92	91	91	25	15	92	92	91	91	25	
sharaaninfo.MyJewel	11	6	5	11	11	5	4	6	10	10	10	8	5	2	6	6	6	4	1	
com.pinguinodelsur.ultramp3download	3	3	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	
com.fme.cookit	47	39	47	47	44	47	25	46	46	46	46	46	46	39	39	39	39	39	37	
uc.smartpp.dollwallpaperhd	7	7	7	7	7	7	2	6	6	6	6	6	5	5	5	5	5	5	4	
com.FixItClub	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2	2	2	
org.jpcheney.koikonmange	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.screentime.xyz	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.classicart.photo.frames.brokenheart	14	9	1	1	5	4	2	10	9	9	9	9	6	9	6	6	6	8	5	
com.chaozhuo.filemanager	38	30	38	38	24	33	14	33	37	37	33	33	28	24	28	28	24	24	19	
com.physics_science_gk.bhotik_vigyan_hindi_notes	6	3	0	0	6	0	0	5	0	0	5	0	0	5	0	0	5	0	0	
com.wrs.usageorgia	98	49	98	98	98	50	0	96	97	97	97	97	96	95	96	96	96	96	94	
com.musicto.iwyoumusicdownloader	44	42	44	44	41	38	26	43	43	43	43	42	36	33	34	34	33	33	25	
com.goboko.Goboko	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.free.app.hd.backgrounds.launcher.lock.screen.live.wallpapers.theme.rose	24	22	24	24	20	21	17	22	23	23	21	20	19	15	16	16	14	13	11	
com.imadigital.bites	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.easontechnology.jointword.up	7	7	7	7	7	7	7	6	6	6	6	6	6	5	5	5	5	5	5	
com.justforyou.bantuansarahidup	55	12	55	55	35	43	8	28	54	54	51	49	37	22	48	48	44	43	27	
com.vins.clabprograms	4	2	4	0	4	2	2	2	3	0	3	2	2	2	3	0	3	2	2	
com.amazon.shopperpanel.android.mobile.app	8	8	8	8	8	8	8	7	7	7	7	7	7	3	3	3	3	3	3	
com.bodacious.dayreminder	5	5	5	5	5	5	0	4	4	4	4	4	1	1	1	1	1	1	0	
com.trainerize.lt3method	16	14	16	16	14	16	6	15	15	15	15	15	15	12	12	12	12	12	11	
com.G1Designs.internetspeed	9	6	1	1	5	7	1	8	3	3	7	7	2	8	3	3	7	7	2	
com.skplanet.ocb.locker	51	30	41	51	51	51	20	35	50	50	50	50	43	27	40	42	42	42	30	
sk.jfox.i3dmap.southsudan	11	2	1	1	1	6	1	10	1	1	1	6	1	2	1	1	1	6	1	
com.dev3factory.shinbiApart	15	13	15	15	13	15	11	15	15	15	15	15	15	14	14	14	14	14	14	
com.PoshToffeeGames.BunkerZ	7	7	7	7	7	7	7	6	6	6	6	6	6	5	5	5	5	5	5	
com.memeng.Car.StunningDODGEChallengerwallpaper	4	0	4	4	4	4	1	1	3	3	3	3	2	1	3	3	3	3	2	
com.bzoo.messenger	17	6	3	17	8	9	2	11	9	16	13	13	9	5	4	9	5	6	5	
com.app.hitbeat	19	13	19	19	14	8	2	18	18	18	17	17	17	13	14	14	12	7	5	
com.yeeld.app	18	11	18	18	18	18	7	17	17	17	17	17	13	15	15	15	15	15	7	
com.kchannels.robi.circle.app	37	33	37	37	23	26	20	36	36	36	33	32	36	28	28	28	25	26	7	
air.com.nisan.synagogue	4	4	2	2	4	4	4	3	3	3	3	3	3	1	0	0	1	1	1	
com.peaksel.beautifulmosques	10	8	6	10	6	6	2	9	6	9	6	6	3	9	6	9	6	6	3	
com.ncbhk.mortgage.android.hk	30	1	30	30	4	3	0	1	29	29	9	8	19	1	29	29	9	8	19	
com.tvnewcornshow.showmoviespoptv	30	22	30	30	30	30	7	28	29	29	29	29	17	25	26	26	26	26	11	
com.fireslave.superturtlehero.adventure	12	12	8	12	12	12	7	11	11	11	11	11	11	10	9	10	10	10	9	
ringtone.maker.audio.editor.mp3.cutter	25	16	25	25	25	25	8	23	24	24	24	24	24	20	21	21	21	21	18	
com.pachucard.app	14	1	0	0	1	0	0	13	4	4	13	4	4	13	4	4	13	4	4	
kr.co.superapp.license01015004f	12	2	2	1	7	2	0	5	4	2	11	4	2	4	3	1	10	3	1	
com.tophatter	36	34	36	36	34	36	20	35	35	35	35	35	34	25	26	26	25	26	24	
com.crochetpatternwomencardigan.app1	22	3	22	22	22	22	3	19	21	21	21	21	19	19	21	21	21	21	19	
com.kabeynon.fighterbiossfv	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.hgamesart.snowstorm	30	30	28	30	29	30	13	29	29	29	29	29	29	18	18	18	18	18	17	
com.inditex.zara	125	24	125	125	115	100	16	99	124	124	115	107	82	91	116	116	107	99	72	
co.phigames.paulinarubiogame	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
suarez.colorpersonality.web135	19	17	3	19	15	19	2	17	6	18	18	18	9	14	6	15	14	15	6	
com.desoline.android.pdfreader	40	10	40	40	24	33	3	36	39	39	39	39	38	26	33	33	31	29	26	
com.meobile.vocabulary	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.quick.n.easy.nostimia_sto_faliro	15	13	15	15	13	13	3	14	14	14	14	14	12	11	11	11	11	11	6	
nz.co.solnetsolutions.mobile.fonterra.dqmsApp	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.oks.atos	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.google.android.keep	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.app4joy.france_free	9	5	1	1	3	3	0	5	1	1	4	3	1	4	0	0	3	2	0	
com.medpresso.Lonestar.miefundamentals	30	22	30	30	26	22	2	29	29	29	29	27	5	13	17	17	16	16	2	
com.appetals.mockrabbit	30	6	30	30	10	30	5	19	29	29	18	29	11	16	26	26	16	26	9	
com.youdagames.gop3multiplayer	33	31	33	33	32	33	21	32	32	32	32	32	32	27	27	27	27	27	26	
com.cubegroceryx.user	136	22	136	136	136	136	19	45	135	135	135	135	38	39	128	128	128	128	33	
com.gepqobz.deephousemusic	4	4	2	2	4	4	2	3	3	3	3	3	3	1	0	0	1	1	1	
com.nupuit.cafc	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
torrentsearch.app.com.torrentsearch	3	3	3	3	1	1	1	2	2	2	1	1	1	1	1	1	0	0	0	
reader.your.all.document.viewer	5	1	5	5	5	5	2	4	4	4	4	4	4	0	3	3	3	3	1	
com.calucky.studio.zumba.deluxe	19	19	19	19	19	19	17	18	18	18	18	18	18	15	15	15	15	15	15	
com.renameExample.android.learnChinese	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ru.rivendel.zen.free	2	2	2	2	0	2	0	1	1	1	1	1	1	0	0	0	0	0	0	
com.wNorthE_11040447	116	85	116	116	108	113	56	103	115	115	113	113	106	81	92	92	89	90	78	
com.DoniAndroid.TekaTekiSilangExPro	24	14	24	24	17	19	4	22	23	23	23	21	16	17	19	19	18	17	9	
com.mapcord.gps.coordinates	3	3	3	3	1	0	0	2	2	2	2	1	0	2	2	2	2	1	0	
au.com.radio2csfm	35	35	35	35	23	35	3	34	34	34	34	34	22	32	32	32	32	32	19	
com.titan.cd.gb	37	27	37	37	35	33	14	36	36	36	36	33	32	25	26	26	25	23	21	
com.utagoe.momentdiary	64	23	64	64	64	64	10	50	63	63	63	63	27	45	59	59	59	59	24	
fr.funssoft.apps.salatjanaza	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
mehrgan.app.Background_Maker	17	13	17	17	15	15	6	13	16	16	15	15	9	9	12	12	11	11	5	
com.jabirdeveloper.alhijrohradio	6	6	6	6	6	6	4	5	5	5	5	5	4	4	4	4	4	4	3	
com.covve.businesscardscanner	12	10	12	12	10	12	7	11	11	11	11	11	11	7	8	8	7	8	7	
com.meplis.campus.instance131	14	14	9	9	14	14	4	13	13	13	13	13	13	9	8	8	9	9	7	
com.niya.lijo.nursingcalculators	24	9	24	24	9	3	3	13	23	23	13	3	3	13	23	23	13	3	3	
com.kr.iotrust.dcent.wallet	7	5	7	7	5	7	3	6	6	6	6	6	4	4	5	5	4	5	3	
com.a106570479534ed09a995b94a.a74067259a	4	4	4	4	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	
io.kodular.ahmedkarundawala245.Font_Generator	12	12	12	12	12	12	8	11	11	11	11	11	11	10	10	10	10	10	9	
ir.remote.control.samsung.smart.tv.wifi	10	8	5	4	8	8	4	8	8	8	8	8	8	8	8	8	8	8	8	
com.devallday.pg_game	19	17	10	19	17	14	0	18	16	18	18	16	16	14	12	14	14	12	8	
kr.co.jeukauto.blog.webchon_jeukautoblog	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.fitness.mybodymass.bmicalculator	43	38	31	43	43	33	29	42	42	42	42	34	32	28	28	28	28	20	19	
com.charm.phr.customBrandedApp045	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.citrusgamesstudios.summer.splash.waterpark.slide.surfer	9	9	9	9	9	9	9	8	8	8	8	8	8	8	8	8	8	8	8	
com.mmgct.quitstart	9	9	7	9	3	7	1	8	8	8	7	7	3	8	8	8	7	7	3	
com.scimug.mathforkids	5	2	2	0	2	0	0	2	2	0	2	0	0	2	2	0	2	0	0	
ng.octys.karigo	6	6	6	3	6	6	2	5	5	5	5	5	5	2	2	2	2	2	0	
com.sodonsolution.android.edutv	11	11	8	5	7	11	6	10	10	9	10	10	9	9	9	8	6	9	6	
com.glority.everlens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
org.arkist.cnote	63	63	63	63	63	60	5	62	62	62	62	60	21	41	41	41	41	40	8	
apps.micasarural	12	0	0	12	2	2	2	0	4	11	5	5	3	0	4	11	5	5	3	
com.loan.cash	21	21	21	21	21	21	21	20	20	20	20	20	20	6	6	6	6	6	6	
com.ds.avare	18	11	1	18	0	11	1	17	16	17	1	17	16	15	14	15	0	15	14	
com.cookware.worldcusinerecipes	4	2	1	4	2	1	1	2	1	3	2	1	2	1	0	1	1	0	1	
com.Virus_Scanner_Mobile_Security_0508	16	6	3	3	3	6	3	15	15	15	15	15	15	12	11	11	8	12	10	
com.melarcminifake.BokuNoHeroStickers	4	2	4	2	2	0	0	3	3	3	3	0	0	3	3	3	3	0	0	
com.nicescreen.screenlock.ak47HD	19	19	19	19	19	14	6	18	18	18	18	14	11	10	10	10	10	9	8	
com.jb.gokeyboard.theme.keyboard.blackandpink	8	4	8	4	2	3	1	4	7	4	3	3	2	3	5	3	2	2	1	
com.coahomaepa.smartapps	66	5	66	66	30	46	9	63	65	65	61	61	38	61	63	63	59	57	34	
com.rentplace.owner	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.bistroservices.shahtaj	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.rgiskard.fairnote	5	5	2	2	1	2	0	4	2	2	2	2	1	3	1	1	1	1	0	
com.pitashi.audiojoy.drmarthalee	16	13	5	16	7	9	4	15	9	15	10	12	9	13	7	13	8	10	7	
eu.helmchat.meet	5	5	5	3	4	5	2	4	4	4	4	4	2	3	3	3	3	3	1	
com.completeclothingpatterns.fathir	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.digidago.lms	13	13	13	13	13	13	8	12	12	12	12	12	12	11	11	11	11	11	11	
io.loot.lootapp	112	35	112	112	108	112	43	49	111	111	111	111	111	44	106	106	106	106	97	
com.litestudios.drive.snow.offroad.prado.jeep.simulator.apps	10	10	10	10	10	10	10	9	9	9	9	9	9	8	8	8	8	8	8	
com.tiboos.app.ambientlight	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
app66443.vinebre	46	13	46	46	46	17	1	17	45	45	45	28	3	17	45	45	45	28	3	
com.quran_pocket	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.ghelfer.tvipbrasil	6	3	2	2	3	2	0	5	2	2	5	2	2	5	2	2	5	2	2	
com.flyermaker.postermaker	19	8	19	19	17	9	4	18	18	18	18	9	7	15	16	16	15	7	4	
com.matthewmitchell.peercoin_android_wallet	15	5	4	4	6	6	0	7	7	7	11	5	4	4	3	3	7	2	0	
com.bmi.calculatorplus	2	2	2	2	2	2	0	1	1	1	1	1	0	1	1	1	1	1	0	
eu.formigas.cleverlotto.de	37	6	37	37	29	28	3	10	36	36	36	31	24	7	33	33	33	28	21	
tw.com.pcstore.vaecbhd	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.novalsys.vcu	55	29	55	55	53	55	9	54	54	54	54	54	23	47	48	48	48	48	18	
com.efolix.MicroStore.merchant	12	10	12	12	10	12	6	11	11	11	11	11	11	6	7	7	6	7	5	
com.climax.homeportal.tw	92	92	92	92	89	92	5	91	91	91	89	91	52	89	89	89	87	89	48	
com.rather.rather	43	28	43	43	39	43	22	40	42	42	42	42	35	31	34	34	33	34	26	
com.funeraltech.memorymaker.martinfuneralhomecremationandtributeservices	12	7	8	8	7	9	5	7	11	11	11	10	8	4	7	7	7	7	4	
mg.locations.track5	30	22	30	30	30	12	1	28	29	29	29	20	7	26	27	27	27	18	5	
co.classplus.avss	73	47	73	73	36	73	5	72	72	72	72	72	43	64	65	65	64	65	31	
com.ffsvaldosta.mobile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.sportmaniac_live_app_android.comunabike	60	10	60	60	60	60	28	59	59	59	59	59	59	14	51	51	51	51	26	
com.ting.dashboard	17	2	17	17	1	1	1	4	16	16	13	9	2	3	15	15	12	8	1	
com.bz.solo.theme.gray.dim	13	10	4	4	8	8	2	12	5	5	9	7	4	7	3	3	6	4	2	
com.iusdev.alpswall	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	
com.statechampsnetwork.video	29	22	29	29	29	29	3	27	28	28	28	28	27	23	24	24	24	24	20	
com.ChristmasOrnaments.YANDAAPPS	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.mycloudplayers.mycloudplayer	43	9	43	43	27	21	0	42	42	42	33	25	2	11	35	35	27	19	0	
de.djkgwemst.app	20	11	8	20	10	9	2	13	9	19	10	9	5	10	6	16	7	6	2	
air.com.jeuxdefille.ChickenCookinggame	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.bmfandroid	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	
com.GoldStudio.TurtleParkour	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.hukum.tajwid.AOUUFAIKIQUBBTYHEB	6	3	2	0	2	0	0	3	2	0	2	0	0	2	2	0	2	0	0	
com.diy.allah.door.lock.screen	34	30	34	34	26	28	11	30	33	33	29	27	20	23	26	26	22	20	14	
com.doanaikkendaraan.doadoadandoa.mesotheliomalawfirm	3	0	0	0	3	3	0	0	0	0	2	2	0	0	0	0	2	2	0	
com.andromo.dev708372.app836763	39	2	39	39	39	39	2	37	38	38	38	38	37	37	38	38	38	38	37	
com.evergrill	39	17	39	39	35	19	11	38	38	38	38	34	32	32	33	33	32	29	26	
com.angelohernfc.autentico	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.launcher.theme.t211809820	18	9	5	18	9	15	5	15	11	17	17	17	16	12	8	14	14	14	13	
com.gmail.billbradshaw247.aehb	50	39	50	50	46	50	18	47	49	49	49	49	42	36	38	38	38	38	27	
com.ram.intentexample	6	6	1	1	1	1	1	5	1	1	1	1	1	3	1	1	1	1	1	
com.singletonchallenge	13	13	13	13	13	13	3	12	12	12	12	12	12	9	9	9	9	9	7	
appinventor.ai_najih94izzan.NATASHASTPIER	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	0	0	0	0	
com.mylaps.eventapp.rakhalfmarathon2018	26	17	20	26	21	15	7	20	21	25	23	15	10	17	18	22	20	12	7	
com.gau.go.weatherex.appbilling.systemwidgetskin.garett.trickortreat	5	5	5	5	5	5	3	4	4	4	4	4	3	0	0	0	0	0	0	
com.pinjamango	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ru.ostrovok.android	22	10	8	22	10	9	4	12	14	21	20	15	11	10	12	19	18	13	9	
com.foodtec.deliveryapp	14	14	12	12	12	14	12	13	13	13	13	13	13	13	13	13	13	13	13	
com.bcdstudio.gfxtoolforpubg	13	10	13	13	11	9	5	12	12	12	12	9	9	10	10	10	9	7	7	
com.up.intrexxlauncher	15	3	15	15	5	2	0	14	14	14	14	4	1	6	12	12	10	4	1	
com.PhoenixWallpapers.Diamond42	4	2	2	2	2	2	0	2	3	3	2	2	2	1	1	1	1	1	0	
jp.gr.java_conf.gyojir.detouch	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.risesoftware.springlineoffice	187	187	187	187	187	187	27	186	186	186	186	186	164	166	166	166	166	166	146	
com.randomlogicgames.guesstheemojimovies	20	20	12	20	15	18	9	19	18	19	18	19	17	16	15	16	15	16	14	
com.axidep.wordbook	11	1	1	11	0	1	0	1	1	10	3	1	0	1	1	10	3	1	0	
com.zabuzalabs.balloonbowarrow_football	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.teammt.gmanrainy.themestore	36	16	36	36	31	36	12	24	35	35	35	35	20	18	28	28	28	28	14	
fr.unibet.sport	17	15	17	17	15	13	5	15	16	16	15	14	13	13	14	14	13	12	11	
com.nineyi.shop.s001164	34	29	34	34	34	34	24	33	33	33	33	33	32	23	27	27	27	27	24	
com.StudioSogae.TowerMerge	4	4	4	4	4	4	4	3	3	3	3	3	3	2	2	2	2	2	2	
com.paptap.pt303252	35	35	27	35	32	35	9	34	34	34	34	34	26	28	26	28	28	28	19	
air.Trapcubes	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
itgeeks.gujratigk	6	3	0	6	0	0	0	5	0	5	0	0	0	5	0	5	0	0	0	
com.ahihi.photo.collage	6	2	6	6	6	0	0	5	5	5	5	0	0	5	5	5	5	0	0	
com.app.prankies.waterfalllivewallpaper	4	1	4	2	1	1	1	1	3	3	1	1	1	0	1	1	0	0	0	
air.mwe.kingcastleshootinggames	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.ippogames.fungoal	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	
com.viatom.azurmobile.fda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.girly.lock.screen.zipper	16	7	16	16	7	7	6	15	15	15	15	10	8	14	14	14	7	8	6	
com.amirashraf.kidssongs	22	19	17	22	22	12	2	19	21	21	21	12	12	16	18	18	18	9	6	
com.joelcontrerasapp.industrialmetals	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	
com.rbjmobileapp.medicalplant	53	10	53	53	38	41	6	26	52	52	49	47	35	21	47	47	43	42	26	
com.topdevapp.hairstylesformen	8	6	5	5	2	2	2	6	5	5	2	2	2	6	5	5	2	2	2	
com.filo.student	18	14	16	18	16	18	4	17	17	17	17	17	14	17	17	17	17	17	14	
com.quenzapp.canto.de.calopsita.chororo.completo.passaros.brasileiro	8	5	8	8	8	8	1	6	7	7	7	7	6	5	6	6	6	6	2	
com.mtwarasda.app	43	35	43	43	37	37	13	42	42	42	41	39	38	32	34	34	32	32	25	
com.mobiprintpro.retail.android	8	1	8	8	8	8	2	5	7	7	7	7	4	1	2	2	2	2	0	
ofmonsterandmenlittletalks.frybrain.zzz	3	3	0	0	3	3	1	2	0	0	2	2	1	2	0	0	2	2	1	
co.april2019.spe	215	215	215	215	193	215	30	214	214	214	214	214	213	192	192	192	190	192	176	
com.app.app0e87ec29c687	63	31	63	63	63	30	9	56	62	62	62	32	20	38	54	54	54	25	16	
com.intuitionsoftech.hoppingbird	3	3	1	1	3	3	1	2	1	1	2	2	1	2	1	1	2	2	1	
is.stokkur.afladagbok.android	7	5	5	7	5	4	2	5	5	6	5	4	2	4	4	5	4	3	1	
com.superphotomontages.weddinghairphotomontage	20	9	4	20	8	10	7	10	9	19	14	11	8	8	7	17	12	9	6	
com.pianyiwan.wallpaper.luxury.car	10	8	10	10	3	7	0	8	9	9	8	7	2	6	7	7	6	5	2	
com.catpainting	9	3	0	0	7	4	3	3	5	1	8	4	4	2	5	1	7	3	3	
com.bhappdevelopment.davemace	37	18	37	37	26	18	3	36	36	36	36	22	17	33	33	33	32	19	13	
nlp.untad.stat	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
ru.horoscope.tm.sagittarius	12	10	12	12	12	12	7	10	11	11	11	11	10	5	6	6	6	6	4	
com.sizzgames.stickyweb	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
es.igarcias.gw3ds_loader	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.wsl.noom	122	46	121	121	121	122	35	63	121	121	121	121	101	37	95	95	95	95	65	
com.exciting3dapps.alienfacelwp	9	8	4	4	7	9	3	8	7	7	8	8	5	6	5	5	6	6	3	
theme.huawei.nova3i.romantic.cloud.honor.note10.android.ios12.iphone.launcher.wallpaper	6	4	2	2	4	5	1	4	4	4	5	4	4	2	2	2	3	2	2	
tpq.placement.tcsplacement	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	
com.bestcypruscar.mitsubishi2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.liongueststudios.lgs	19	13	19	19	17	19	9	16	18	18	18	18	13	12	15	15	14	15	10	
com.erickdev.cemilannikmatkuelezat2	18	18	15	18	18	18	14	17	17	17	17	17	17	11	11	11	11	11	9	
com.sg.android.calcimc	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.madcaps.apps.best.qrcode.qr.creator.generator	11	8	11	11	8	6	2	9	10	10	9	9	5	8	9	9	8	8	4	
com.applock.security.password.master	44	16	44	44	17	44	3	34	43	43	43	43	28	26	34	34	29	34	21	
com.kauf.talking.baum.TalkingSmilingSimon	6	6	6	6	6	6	4	5	5	5	5	5	5	5	5	5	5	5	5	
com.myapps.CandyHDWallpaperG	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	
com.Yigotech.RottenZombies	3	3	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	
uk.calcal.taxonly	7	7	7	7	7	7	7	6	6	6	6	6	6	6	6	6	6	6	6	
com.romankryvolapov.pistonhouse	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
no.medierogledelse.dagligvarehandelen	61	61	61	61	61	61	54	60	60	60	60	60	60	54	54	54	54	54	54	
de.starfm.android	8	8	4	4	8	8	3	7	5	5	7	7	5	5	4	4	5	5	4	
air.com.TheParodyNetwork.FlabbyFairy	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.nathanmorin.stringtune	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.haidermushtaq.bullincarnadine.discretepatterns	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.sevegame.voicerecorder	22	5	22	22	10	11	3	13	21	21	21	21	7	12	20	20	19	19	4	
cn.zzm.account	10	2	1	1	2	1	2	2	1	1	2	1	2	2	1	1	2	1	2	
com.katakataditinggalkekasihmenikah.donatecarsinma	3	0	0	0	3	3	0	0	0	0	2	2	0	0	0	0	2	2	0	
com.gomax.app	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.cvb.members	212	212	212	212	211	212	15	211	211	211	211	211	130	205	205	205	205	205	122	
com.hikersbay.mapsofflinemexico	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
io.pushpay.harvestchristianfellowship	20	20	20	20	20	20	13	19	19	19	19	19	19	12	12	12	12	12	10	
com.appractica.airportufa	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.abrilele.magia	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.cook.catalog.database.fruitcake.recipes.free.offline.apps	9	4	9	1	5	6	3	6	8	5	7	7	6	5	7	4	6	6	5	
com.wCyMagazine	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2	2	2	
fr.monmarche.app	19	4	19	19	17	17	11	14	18	18	17	17	17	13	16	16	16	16	16	
com.djit.bassboostforandroidfree	60	57	60	60	60	56	34	57	59	59	59	57	52	31	33	33	33	31	26	
appinventor.ai_cleviodepok03.Project_Flood_Final	4	4	4	4	4	4	4	3	3	3	3	3	3	0	0	0	0	0	0	
tools.app.volume.super.loud	5	3	0	0	0	2	0	3	0	0	2	2	0	3	0	0	2	2	0	
app.donatepal.app	16	16	16	16	16	16	5	15	15	15	15	15	15	10	10	10	10	10	8	
com.eracoin.app	9	9	4	4	7	9	3	8	7	7	8	8	5	5	3	3	4	5	3	
net.jp.apps.minorumatsuda19.appranger	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.ardigoplay.bouleandbill	37	11	37	37	23	34	3	15	36	36	35	34	28	13	32	32	30	30	11	
com.uc.vmate	70	21	70	70	70	66	7	46	69	69	69	69	57	33	56	56	56	56	49	
com.softdx.qrscanner	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
com.northparkmall	160	160	160	160	29	142	3	159	159	159	156	144	50	155	155	155	144	140	45	
com.ramseysolutions.babysteps	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.tulotero.verlite	65	11	65	65	24	52	4	19	64	64	63	63	27	15	58	58	58	58	22	
me.zhanghai.android.effortlesspermissions.sample	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.einzelcode.dashdashdash.app	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.h2kresearch.preciousHangul	11	11	11	11	10	11	7	11	11	11	11	11	11	9	9	9	9	9	9	
io.ionic.durga2018	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	0	0	0	0	
com.sappsuma.salonapps.kertonsmith	29	19	12	29	6	17	18	21	27	28	28	27	27	20	25	27	26	26	24	
com.countit	4	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	
com.galeronconsulting.PUMMOLE	14	11	7	14	12	10	6	11	11	13	12	11	8	8	8	10	9	8	5	
br.com.netviewinformatica.AudECheck	29	10	29	29	16	3	2	28	28	28	28	6	3	19	26	26	22	5	2	
com.blujit.mileagetracker	33	0	33	33	33	33	27	0	32	32	32	32	32	0	0	0	0	0	0	
jinnat.o.shyatin.salsabeeiAhmedSheraz	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.cantari.crestine	7	1	0	0	2	0	0	6	0	0	3	0	0	6	0	0	3	0	0	
com.app_iconikrealm.layout	20	7	5	20	10	17	5	19	18	19	19	17	16	17	16	17	17	15	14	
com.goomeoevents.sia	35	27	20	35	23	35	6	33	27	34	29	34	21	27	21	28	24	28	16	
com.flyingme.easylearnadobephotoshoptutorial	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
