		C2C						A2A						CF2CF						
	Component	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	
uc.smartpp.dollwallpaperhd	7	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	
com.FixItClub	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
org.jpcheney.koikonmange	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.screentime.xyz	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.classicart.photo.frames.brokenheart	14	5	26	26	7	21	13	5	24	24	5	21	7	5	26	26	7	23	13	
com.chaozhuo.filemanager	38	6	0	0	10	4	27	6	0	0	6	4	16	6	0	0	10	8	27	
com.physics_science_gk.bhotik_vigyan_hindi_notes	6	2	5	5	0	5	5	2	5	5	0	5	5	2	5	5	0	5	5	
com.wrs.usageorgia	98	96	0	0	0	47	143	96	0	0	0	0	48	96	0	0	0	96	143	
com.musicto.iwyoumusicdownloader	44	1	0	0	3	5	26	1	0	0	3	5	24	1	0	0	3	5	42	
com.goboko.Goboko	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.free.app.hd.backgrounds.launcher.lock.screen.live.wallpapers.theme.rose	24	1	0	0	3	3	7	1	0	0	2	3	4	1	0	0	3	3	18	
com.imadigital.bites	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.easontechnology.jointword.up	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.justforyou.bantuansarahidup	55	1108	0	0	20	14	316	1108	0	0	17	14	312	1108	0	0	20	41	368	
com.vins.clabprograms	4	1	0	3	0	1	2	1	0	3	0	1	1	1	0	3	0	1	2	
com.amazon.shopperpanel.android.mobile.app	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.bodacious.dayreminder	5	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	12	
com.trainerize.lt3method	16	1	0	0	2	0	9	1	0	0	2	0	2	1	0	0	2	0	15	
com.G1Designs.internetspeed	9	2	18	18	4	2	19	2	10	10	2	2	8	2	18	18	4	2	19	
com.skplanet.ocb.locker	51	336	17	0	0	0	86	336	3	0	0	0	77	336	17	0	0	0	92	
sk.jfox.i3dmap.southsudan	11	14	10	10	10	4	19	14	10	10	10	4	19	14	10	10	10	4	19	
com.dev3factory.shinbiApart	15	1	0	0	1	0	2	1	0	0	1	0	2	1	0	0	1	0	2	
com.PoshToffeeGames.BunkerZ	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.memeng.Car.StunningDODGEChallengerwallpaper	4	5	0	0	0	0	2	5	0	0	0	0	2	5	0	0	0	1	2	
com.bzoo.messenger	17	47	56	0	12	11	34	47	45	0	10	11	20	47	56	0	12	12	40	
com.app.hitbeat	19	5	0	0	4	13	21	5	0	0	4	13	18	5	0	0	4	31	65	
com.yeeld.app	18	14	0	0	0	0	18	14	0	0	0	0	6	14	0	0	0	0	64	
com.kchannels.robi.circle.app	37	2	0	0	12	11	54	2	0	0	11	11	13	2	0	0	12	12	163	
air.com.nisan.synagogue	4	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	
com.peaksel.beautifulmosques	10	1	3	0	3	3	9	1	3	0	3	3	5	1	3	0	3	4	12	
com.ncbhk.mortgage.android.hk	30	841	0	0	39	40	192	841	0	0	39	40	191	841	0	0	39	61	179	
com.tvnewcornshow.showmoviespoptv	30	6	0	0	0	0	28	6	0	0	0	0	19	6	0	0	0	0	31	
com.fireslave.superturtlehero.adventure	12	0	3	0	0	0	4	0	2	0	0	0	3	0	3	0	0	0	4	
ringtone.maker.audio.editor.mp3.cutter	25	8	0	0	0	0	31	8	0	0	0	0	22	8	0	0	0	0	49	
com.pachucard.app	14	19	20	20	19	20	20	19	20	20	19	20	20	19	20	20	19	20	20	
kr.co.superapp.license01015004f	12	22	27	41	4	27	56	22	27	41	4	27	56	22	27	41	4	32	56	
com.tophatter	36	1	0	0	2	0	17	1	0	0	2	0	12	1	0	0	2	0	35	
com.crochetpatternwomencardigan.app1	22	51	0	0	0	0	34	51	0	0	0	0	34	51	0	0	0	4	35	
com.kabeynon.fighterbiossfv	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.hgamesart.snowstorm	30	0	1	0	1	0	18	0	0	0	0	0	4	0	1	0	1	0	18	
com.inditex.zara	125	2526	0	0	9	22	1109	2526	0	0	9	22	262	2526	0	0	9	25	1569	
co.phigames.paulinarubiogame	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	
suarez.colorpersonality.web135	19	1	56	0	2	0	25	1	16	0	0	0	4	1	56	0	2	3	26	
com.desoline.android.pdfreader	40	52	0	0	13	6	66	52	0	0	10	6	47	52	0	0	13	23	87	
com.meobile.vocabulary	4	3	6	6	3	6	3	3	6	6	3	6	3	3	6	6	3	6	3	
com.quick.n.easy.nostimia_sto_faliro	15	1	0	0	1	1	13	1	0	0	1	1	3	1	0	0	1	1	44	
nz.co.solnetsolutions.mobile.fonterra.dqmsApp	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.oks.atos	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.google.android.keep	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	
com.app4joy.france_free	9	4	8	8	5	6	9	4	6	6	3	6	6	4	8	8	5	12	9	
com.medpresso.Lonestar.miefundamentals	30	8	0	0	3	6	137	8	0	0	3	6	42	8	0	0	3	8	169	
com.appetals.mockrabbit	30	156	0	0	19	0	59	156	0	0	17	0	58	156	0	0	19	0	59	
com.youdagames.gop3multiplayer	33	1	0	0	1	0	8	1	0	0	1	0	5	1	0	0	1	0	15	
com.cubegroceryx.user	136	9422	0	0	0	0	418	9422	0	0	0	0	385	9422	0	0	0	0	441	
com.gepqobz.deephousemusic	4	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	
com.nupuit.cafc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
torrentsearch.app.com.torrentsearch	3	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	1	3	1	
reader.your.all.document.viewer	5	8	0	0	0	0	3	8	0	0	0	0	3	8	0	0	0	0	4	
com.calucky.studio.zumba.deluxe	19	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	3	
com.renameExample.android.learnChinese	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	
ru.rivendel.zen.free	2	0	0	0	2	0	2	0	0	0	1	0	1	0	0	0	2	0	2	
com.wNorthE_11040447	116	288	0	0	6	2	87	288	0	0	4	2	51	288	0	0	6	4	92	
com.DoniAndroid.TekaTekiSilangExPro	24	8	0	0	5	6	21	8	0	0	5	6	13	8	0	0	5	6	23	
com.mapcord.gps.coordinates	3	0	0	0	1	2	3	0	0	0	1	2	3	0	0	0	1	3	15	
au.com.radio2csfm	35	0	0	0	9	0	183	0	0	0	7	0	178	0	0	0	9	0	201	
com.titan.cd.gb	37	24	0	0	2	3	24	24	0	0	2	3	14	24	0	0	2	3	27	
com.utagoe.momentdiary	64	148	0	0	0	0	95	148	0	0	0	0	68	148	0	0	0	0	149	
fr.funssoft.apps.salatjanaza	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mehrgan.app.Background_Maker	17	3	0	0	1	1	11	3	0	0	1	1	6	3	0	0	1	3	11	
com.jabirdeveloper.alhijrohradio	6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	
com.covve.businesscardscanner	12	1	0	0	2	0	4	1	0	0	2	0	2	1	0	0	2	0	10	
com.meplis.campus.instance131	14	0	5	5	0	0	17	0	0	0	0	0	1	0	5	5	0	0	17	
com.niya.lijo.nursingcalculators	24	21	0	0	21	29	29	21	0	0	21	29	29	21	0	0	21	29	44	
com.kr.iotrust.dcent.wallet	7	1	0	0	2	0	4	1	0	0	2	0	4	1	0	0	2	0	8	
com.a106570479534ed09a995b94a.a74067259a	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	
io.kodular.ahmedkarundawala245.Font_Generator	12	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	
ir.remote.control.samsung.smart.tv.wifi	10	1	4	6	1	1	5	1	4	6	1	1	5	1	4	6	1	2	5	
com.devallday.pg_game	19	1	18	0	1	4	27	1	6	0	1	4	5	1	18	0	1	4	27	
kr.co.jeukauto.blog.webchon_jeukautoblog	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.fitness.mybodymass.bmicalculator	43	6	88	0	0	10	14	6	88	0	0	10	10	6	88	0	0	18	25	
com.charm.phr.customBrandedApp045	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.citrusgamesstudios.summer.splash.waterpark.slide.surfer	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.mmgct.quitstart	9	0	1	0	5	2	10	0	0	0	2	2	3	0	1	0	5	4	110	
com.scimug.mathforkids	5	2	2	6	2	4	4	2	2	6	2	4	4	2	2	6	2	4	7	
ng.octys.karigo	6	0	0	14	0	0	3	0	0	0	0	0	0	0	0	14	0	0	3	
com.sodonsolution.android.edutv	11	0	2	5	3	0	6	0	0	0	0	0	0	0	2	5	3	8	19	
com.glority.everlens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
org.arkist.cnote	63	0	0	0	0	2	224	0	0	0	0	2	129	0	0	0	0	4	288	
apps.micasarural	12	72	56	0	17	17	19	72	56	0	17	17	19	72	56	0	17	17	19	
com.loan.cash	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.ds.avare	18	5	20	0	30	5	20	5	5	0	15	5	5	5	20	0	30	5	20	
com.cookware.worldcusinerecipes	4	1	2	0	1	2	3	1	2	0	1	2	2	1	2	0	1	6	77	
com.Virus_Scanner_Mobile_Security_0508	16	9	19	19	19	16	18	9	16	16	14	16	15	9	19	19	19	22	18	
com.melarcminifake.BokuNoHeroStickers	4	1	0	1	1	3	3	1	0	1	1	3	3	1	0	1	1	4	3	
com.nicescreen.screenlock.ak47HD	19	0	0	0	0	6	24	0	0	0	0	5	7	0	0	0	0	6	29	
com.jb.gokeyboard.theme.keyboard.blackandpink	8	3	0	7	5	6	6	3	0	4	3	5	2	3	0	7	5	6	6	
com.coahomaepa.smartapps	66	489	0	0	40	25	264	489	0	0	40	23	262	489	0	0	40	130	318	
com.rentplace.owner	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.bistroservices.shahtaj	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.rgiskard.fairnote	5	0	7	7	6	7	11	0	7	7	4	7	6	0	7	7	6	13	17	
com.pitashi.audiojoy.drmarthalee	16	2	16	0	10	6	15	2	8	0	3	6	6	2	16	0	10	12	30	
eu.helmchat.meet	5	0	0	2	1	0	5	0	0	2	0	0	2	0	0	2	1	0	7	
com.completeclothingpatterns.fathir	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.digidago.lms	13	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	
io.loot.lootapp	112	3332	0	0	3	0	144	3332	0	0	3	0	85	3332	0	0	3	0	279	
com.litestudios.drive.snow.offroad.prado.jeep.simulator.apps	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.tiboos.app.ambientlight	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
app66443.vinebre	46	868	0	0	0	46	622	868	0	0	0	44	548	868	0	0	0	48	641	
com.quran_pocket	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.ghelfer.tvipbrasil	6	2	6	6	2	3	5	2	6	6	2	3	3	2	6	6	2	3	5	
com.flyermaker.postermaker	19	13	0	0	2	16	23	13	0	0	2	16	21	13	0	0	2	19	34	
com.matthewmitchell.peercoin_android_wallet	15	14	11	11	7	13	43	14	10	10	5	13	22	14	11	11	7	18	57	
com.bmi.calculatorplus	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	7	
eu.formigas.cleverlotto.de	37	705	0	0	4	7	101	705	0	0	4	7	93	705	0	0	4	22	117	
tw.com.pcstore.vaecbhd	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.novalsys.vcu	55	56	0	0	2	0	89	56	0	0	2	0	71	56	0	0	2	0	293	
com.efolix.MicroStore.merchant	12	1	0	0	2	0	4	1	0	0	2	0	2	1	0	0	2	0	10	
com.climax.homeportal.tw	92	0	0	0	2	0	3043	0	0	0	0	0	2954	0	0	0	2	1	2980	
com.rather.rather	43	31	0	0	3	0	31	31	0	0	2	0	19	31	0	0	3	0	36	
com.funeraltech.memorymaker.martinfuneralhomecremationandtributeservices	12	4	2	2	4	2	13	4	0	0	0	1	1	4	2	2	4	7	16	
mg.locations.track5	30	7	0	0	0	22	61	7	0	0	0	14	24	7	0	0	0	24	64	
co.classplus.avss	73	20	0	0	33	0	144	20	0	0	31	0	123	20	0	0	33	0	221	
com.ffsvaldosta.mobile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.sportmaniac_live_app_android.comunabike	60	1240	0	0	0	0	163	1240	0	0	0	0	150	1240	0	0	0	0	224	
com.ting.dashboard	17	135	0	0	15	21	141	135	0	0	14	20	126	135	0	0	15	24	142	
com.bz.solo.theme.gray.dim	13	2	16	17	4	6	12	2	13	14	4	6	8	2	16	17	4	6	12	
com.iusdev.alpswall	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.statechampsnetwork.video	29	7	0	0	0	0	38	7	0	0	0	0	24	7	0	0	0	1	59	
com.ChristmasOrnaments.YANDAAPPS	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.mycloudplayers.mycloudplayer	43	678	0	0	19	36	993	678	0	0	18	35	939	678	0	0	19	84	960	
de.djkgwemst.app	20	7	12	0	9	10	30	7	8	0	8	10	13	7	12	0	9	12	43	
air.com.jeuxdefille.ChickenCookinggame	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.bmfandroid	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.GoldStudio.TurtleParkour	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.hukum.tajwid.AOUUFAIKIQUBBTYHEB	6	2	12	16	3	5	5	2	12	16	3	5	5	2	12	16	3	5	5	
com.diy.allah.door.lock.screen	34	3	0	0	10	6	29	3	0	0	3	4	10	3	0	0	10	8	43	
com.doanaikkendaraan.doadoadandoa.mesotheliomalawfirm	3	2	2	2	0	0	2	2	2	2	0	0	2	2	2	2	0	2	2	
com.andromo.dev708372.app836763	39	72	0	0	0	0	36	72	0	0	0	0	36	72	0	0	0	1	36	
com.evergrill	39	156	0	0	3	26	37	156	0	0	3	26	33	156	0	0	3	37	47	
com.angelohernfc.autentico	2	2	2	2	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	
com.launcher.theme.t211809820	18	15	40	0	8	2	15	15	35	0	6	2	10	15	40	0	8	7	15	
com.gmail.billbradshaw247.aehb	50	17	0	0	3	0	49	17	0	0	2	0	20	17	0	0	3	0	49	
com.ram.intentexample	6	0	8	8	8	8	8	0	8	8	8	8	8	0	8	8	8	8	8	
com.singletonchallenge	13	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	9	
appinventor.ai_najih94izzan.NATASHASTPIER	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.mylaps.eventapp.rakhalfmarathon2018	26	8	9	0	4	11	62	8	9	0	4	11	61	8	9	0	4	13	103	
com.gau.go.weatherex.appbilling.systemwidgetskin.garett.trickortreat	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	
com.pinjamango	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ru.ostrovok.android	22	35	29	0	9	25	27	35	23	0	6	23	19	35	29	0	9	39	63	
com.foodtec.deliveryapp	14	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	
com.bcdstudio.gfxtoolforpubg	13	2	0	0	1	3	8	2	0	0	0	3	7	2	0	0	1	10	14	
com.up.intrexxlauncher	15	45	0	0	16	36	54	45	0	0	16	36	53	45	0	0	16	54	116	
com.PhoenixWallpapers.Diamond42	4	2	1	1	2	3	4	2	1	1	2	3	3	2	1	1	2	3	4	
jp.gr.java_conf.gyojir.detouch	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.risesoftware.springlineoffice	187	0	0	0	0	0	1031	0	0	0	0	0	677	0	0	0	0	0	1283	
com.randomlogicgames.guesstheemojimovies	20	0	8	0	3	1	14	0	2	0	2	1	13	0	8	0	3	1	16	
com.axidep.wordbook	11	30	22	0	16	22	21	30	22	0	14	22	18	30	22	0	16	23	21	
com.zabuzalabs.balloonbowarrow_football	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.teammt.gmanrainy.themestore	36	160	0	0	4	0	32	160	0	0	4	0	30	160	0	0	4	0	32	
fr.unibet.sport	17	2	0	0	2	4	19	2	0	0	2	3	5	2	0	0	2	4	27	
com.nineyi.shop.s001164	34	8	0	0	0	0	11	8	0	0	0	0	1	8	0	0	0	1	16	
com.StudioSogae.TowerMerge	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.paptap.pt303252	35	0	5	0	2	0	45	0	4	0	2	0	28	0	5	0	2	0	114	
air.Trapcubes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
itgeeks.gujratigk	6	2	9	0	5	5	5	2	9	0	5	5	5	2	9	0	5	5	5	
com.ahihi.photo.collage	6	3	0	0	0	6	6	3	0	0	0	6	6	3	0	0	0	8	6	
com.app.prankies.waterfalllivewallpaper	4	4	0	1	2	2	2	4	0	1	2	2	2	4	0	1	2	2	2	
air.mwe.kingcastleshootinggames	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.ippogames.fungoal	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.viatom.azurmobile.fda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.girly.lock.screen.zipper	16	13	0	0	11	10	16	13	0	0	6	8	8	13	0	0	11	10	16	
com.amirashraf.kidssongs	22	2	4	0	0	12	23	2	4	0	0	12	14	2	4	0	0	15	26	
com.joelcontrerasapp.industrialmetals	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	
com.rbjmobileapp.medicalplant	53	1108	0	0	15	14	319	1108	0	0	14	14	314	1108	0	0	15	39	372	
com.topdevapp.hairstylesformen	8	1	2	2	6	7	7	1	2	2	6	7	7	1	2	2	6	7	7	
com.filo.student	18	3	1	0	2	0	14	3	0	0	0	0	13	3	1	0	2	0	15	
com.quenzapp.canto.de.calopsita.chororo.completo.passaros.brasileiro	8	2	0	0	0	0	12	2	0	0	0	0	3	2	0	0	0	4	12	
com.mtwarasda.app	43	14	0	0	4	6	41	14	0	0	4	6	21	14	0	0	4	7	48	
com.mobiprintpro.retail.android	8	14	0	0	0	0	7	14	0	0	0	0	7	14	0	0	0	0	7	
ofmonsterandmenlittletalks.frybrain.zzz	3	0	6	6	0	0	2	0	6	6	0	0	1	0	6	6	0	0	2	
co.april2019.spe	215	0	0	0	17	0	446	0	0	0	15	0	427	0	0	0	17	0	493	
com.app.app0e87ec29c687	63	39	0	0	0	34	65	39	0	0	0	34	53	39	0	0	0	36	68	
com.intuitionsoftech.hoppingbird	3	0	1	1	0	0	2	0	1	1	0	0	1	0	1	1	0	0	2	
is.stokkur.afladagbok.android	7	1	1	0	1	2	5	1	1	0	1	2	4	1	1	0	1	6	25	
com.superphotomontages.weddinghairphotomontage	20	26	42	0	17	28	22	26	40	0	12	28	14	26	42	0	17	28	22	
com.pianyiwan.wallpaper.luxury.car	10	1	0	0	6	2	23	1	0	0	1	2	2	1	0	0	6	3	23	
com.catpainting	9	6	21	25	1	5	8	6	13	17	1	5	5	6	21	25	1	7	8	
com.bhappdevelopment.davemace	37	82	0	0	11	46	82	82	0	0	9	46	66	82	0	0	11	52	82	
nlp.untad.stat	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ru.horoscope.tm.sagittarius	12	1	0	0	0	0	3	1	0	0	0	0	1	1	0	0	0	0	10	
com.sizzgames.stickyweb	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
es.igarcias.gw3ds_loader	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	
com.wsl.noom	122	4172	1	1	1	0	147	4172	0	0	1	0	51	4172	1	1	1	0	260	
com.exciting3dapps.alienfacelwp	9	1	4	4	2	0	12	1	0	0	0	0	2	1	4	4	2	0	12	
theme.huawei.nova3i.romantic.cloud.honor.note10.android.ios12.iphone.launcher.wallpaper	6	1	2	2	1	1	5	1	1	1	0	1	1	1	2	2	1	2	5	
tpq.placement.tcsplacement	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.bestcypruscar.mitsubishi2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.liongueststudios.lgs	19	4	0	0	2	0	12	4	0	0	2	0	8	4	0	0	2	0	16	
com.erickdev.cemilannikmatkuelezat2	18	0	4	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	3	
com.sg.android.calcimc	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	
com.madcaps.apps.best.qrcode.qr.creator.generator	11	2	0	0	2	5	15	2	0	0	2	5	4	2	0	0	2	5	15	
com.applock.security.password.master	44	215	0	0	22	0	96	215	0	0	15	0	72	215	0	0	22	0	106	
com.kauf.talking.baum.TalkingSmilingSimon	6	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	
com.myapps.CandyHDWallpaperG	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.Yigotech.RottenZombies	3	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	2	1	
uk.calcal.taxonly	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.romankryvolapov.pistonhouse	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
no.medierogledelse.dagligvarehandelen	61	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	49	
de.starfm.android	8	0	8	8	0	0	6	0	3	3	0	0	4	0	8	8	0	0	6	
air.com.TheParodyNetwork.FlabbyFairy	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.nathanmorin.stringtune	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.haidermushtaq.bullincarnadine.discretepatterns	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.sevegame.voicerecorder	22	38	0	0	11	10	28	38	0	0	7	8	20	38	0	0	11	13	31	
cn.zzm.account	10	11	13	13	10	13	12	11	13	13	10	13	12	11	13	13	10	13	12	
com.katakataditinggalkekasihmenikah.donatecarsinma	3	2	2	2	0	0	2	2	2	2	0	0	2	2	2	2	0	2	2	
com.gomax.app	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.cvb.members	212	0	0	0	1	0	492	0	0	0	1	0	486	0	0	0	1	0	485	
com.hikersbay.mapsofflinemexico	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
io.pushpay.harvestchristianfellowship	20	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	
com.appractica.airportufa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.abrilele.magia	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.cook.catalog.database.fruitcake.recipes.free.offline.apps	9	6	0	14	3	2	7	6	0	10	3	2	6	6	0	14	3	4	8	
com.wCyMagazine	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
fr.monmarche.app	19	34	0	0	1	1	7	34	0	0	1	1	4	34	0	0	1	1	13	
com.djit.bassboostforandroidfree	60	2	0	0	0	4	31	2	0	0	0	4	17	2	0	0	0	5	30	
appinventor.ai_cleviodepok03.Project_Flood_Final	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
tools.app.volume.super.loud	5	1	4	4	6	2	8	1	2	2	2	2	2	1	4	4	6	2	8	
app.donatepal.app	16	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	10	
com.eracoin.app	9	0	3	3	1	0	5	0	0	0	0	0	0	0	3	3	1	0	5	
net.jp.apps.minorumatsuda19.appranger	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.ardigoplay.bouleandbill	37	217	0	0	10	2	85	217	0	0	8	2	78	217	0	0	10	6	334	
com.uc.vmate	70	935	0	0	0	3	166	935	0	0	0	3	86	935	0	0	0	45	196	
com.softdx.qrscanner	5	3	4	4	3	4	3	3	4	4	3	4	3	3	4	4	3	4	4	
com.northparkmall	160	0	0	0	133	17	1383	0	0	0	126	16	1340	0	0	0	133	21	1205	
com.ramseysolutions.babysteps	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.tulotero.verlite	65	2393	0	0	40	14	975	2393	0	0	40	14	970	2393	0	0	40	19	1144	
me.zhanghai.android.effortlesspermissions.sample	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.einzelcode.dashdashdash.app	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	
com.h2kresearch.preciousHangul	11	0	0	0	1	0	3	0	0	0	1	0	2	0	0	0	1	0	6	
io.ionic.durga2018	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.sappsuma.salonapps.kertonsmith	29	8	17	0	21	10	14	8	9	0	17	9	2	8	17	0	21	11	14	
com.countit	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.galeronconsulting.PUMMOLE	14	2	14	0	1	5	13	2	14	0	1	5	5	2	14	0	1	20	13	
br.com.netviewinformatica.AudECheck	29	40	0	0	13	87	93	40	0	0	13	87	92	40	0	0	13	94	91	
com.blujit.mileagetracker	33	160	0	0	0	0	36	160	0	0	0	0	36	160	0	0	0	0	36	
jinnat.o.shyatin.salsabeeiAhmedSheraz	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.cantari.crestine	7	6	12	12	7	12	11	6	12	12	7	12	11	6	12	12	7	16	11	
com.app_iconikrealm.layout	20	81	37	0	8	2	24	81	20	0	7	2	15	81	37	0	8	2	74	
com.goomeoevents.sia	35	9	33	0	13	0	54	9	14	0	6	0	18	9	33	0	13	0	212	
com.flyingme.easylearnadobephotoshoptutorial	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
candy.movies.online	8	1	2	2	2	9	9	1	2	2	2	9	9	1	2	2	2	10	9	
com.exlivinapps.bbcnewschannelliveappradioplayeruk	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
fm.radio.mobile.android.morroco	2	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	
